,Algorithm,2^N,TypeArray,Time
948,mergesort_combined,8,Random,0.0012284999999678803
949,mergesort_combined,8,Random,0.0011635999999839441
950,bubble_sort,8,Structured,0.0008152999999992971
951,bubble_sort,8,Structured,0.0008136000000149579
952,bubble_sort,8,Structured,0.0008133000000043467
953,bubble_sort,8,Structured,0.0008109999999987849
954,bubble_sort,8,Structured,0.0008152000000336557
955,insertion_sort,8,Structured,0.0003572999999619242
956,insertion_sort,8,Structured,0.00035120000001143126
957,insertion_sort,8,Structured,0.00035090000000082
958,insertion_sort,8,Structured,0.0003510000000233049
959,insertion_sort,8,Structured,0.00035259999998515923
960,quicksort,8,Structured,0.007660299999997733
961,quicksort,8,Structured,0.007626700000002984
962,quicksort,8,Structured,0.008035000000006676
963,quicksort,8,Structured,0.007636100000013357
964,quicksort,8,Structured,0.0076402999999913845
965,mergesort,8,Structured,0.0013732000000459266
966,mergesort,8,Structured,0.001370000000008531
967,mergesort,8,Structured,0.001366999999959262
968,mergesort,8,Structured,0.0013665999999830092
969,mergesort,8,Structured,0.0013794999999845459
970,mergesort_combined,8,Structured,0.0010083000000236098
971,mergesort_combined,8,Structured,0.0009956000000101994
972,mergesort_combined,8,Structured,0.000989500000002863
973,mergesort_combined,8,Structured,0.0009942000000364715
974,mergesort_combined,8,Structured,0.000993600000015249
975,bubble_sort,8,Integers,0.020462800000018433
976,bubble_sort,8,Integers,0.018759799999997995
977,bubble_sort,8,Integers,0.01689890000000105
978,bubble_sort,8,Integers,0.01690379999996594
979,bubble_sort,8,Integers,0.01691759999999931
980,insertion_sort,8,Integers,0.010321500000031847
981,insertion_sort,8,Integers,0.01002330000000029
982,insertion_sort,8,Integers,0.009996600000022227
983,insertion_sort,8,Integers,0.010068300000000363
984,insertion_sort,8,Integers,0.009993199999996705
985,quicksort,8,Integers,0.0010958999999957086
986,quicksort,8,Integers,0.0012560999999777778
987,quicksort,8,Integers,0.0010843000000022585
988,quicksort,8,Integers,0.0010812999999529893
989,quicksort,8,Integers,0.0010829000000285305
990,mergesort,8,Integers,0.0014817999999650056
991,mergesort,8,Integers,0.0014845000000036634
992,mergesort,8,Integers,0.001481699999999364
993,mergesort,8,Integers,0.0015017000000057124
994,mergesort,8,Integers,0.0014830000000074506
995,mergesort_combined,8,Integers,0.0011213000000225293
996,mergesort_combined,8,Integers,0.001114400000005844
997,mergesort_combined,8,Integers,0.0011115000000359032
998,mergesort_combined,8,Integers,0.0011142999999833592
999,mergesort_combined,8,Integers,0.001111200000025292
1000,bubble_sort,9,Ascending,0.00023169999997207924
1001,bubble_sort,9,Ascending,0.0001598000000058164
1002,bubble_sort,9,Ascending,0.00015810000002147717
1003,bubble_sort,9,Ascending,0.00015700000000151704
1004,bubble_sort,9,Ascending,0.00015769999998838102
1005,insertion_sort,9,Ascending,0.00018449999998892963
1006,insertion_sort,9,Ascending,0.0001808999999752814
1007,insertion_sort,9,Ascending,0.00018180000000711516
1008,insertion_sort,9,Ascending,0.0001826999999821055
1009,insertion_sort,9,Ascending,0.00018039999997654377
1010,quicksort,9,Ascending,0.09007109999998875
1011,quicksort,9,Ascending,0.08865940000004002
1012,quicksort,9,Ascending,0.09482229999997571
1013,quicksort,9,Ascending,0.08928359999998747
1014,quicksort,9,Ascending,0.08862479999999096
1015,mergesort,9,Ascending,0.00283430000001772
1016,mergesort,9,Ascending,0.0028513000000316424
1017,mergesort,9,Ascending,0.002836699999988923
1018,mergesort,9,Ascending,0.0028338000000189822
1019,mergesort,9,Ascending,0.003180299999996805
1020,mergesort_combined,9,Ascending,0.0016837000000009539
1021,mergesort_combined,9,Ascending,0.0016818999999941298
1022,mergesort_combined,9,Ascending,0.001679000000024189
1023,mergesort_combined,9,Ascending,0.0016792999999779568
1024,mergesort_combined,9,Ascending,0.0016790999999898304
1025,bubble_sort,9,Descending,0.09682029999999031
1026,bubble_sort,9,Descending,0.09716000000003078
1027,bubble_sort,9,Descending,0.0989875000000211
1028,bubble_sort,9,Descending,0.09648110000000543
1029,bubble_sort,9,Descending,0.09649000000001706
1030,insertion_sort,9,Descending,0.08812800000004017
1031,insertion_sort,9,Descending,0.08562389999997322
1032,insertion_sort,9,Descending,0.0972974000000022
1033,insertion_sort,9,Descending,0.090891900000031
1034,insertion_sort,9,Descending,0.08569069999998646
1035,quicksort,9,Descending,0.055075299999998606
1036,quicksort,9,Descending,0.054724899999996524
1037,quicksort,9,Descending,0.054562700000019504
1038,quicksort,9,Descending,0.05469099999999116
1039,quicksort,9,Descending,0.07067920000002914
1040,mergesort,9,Descending,0.0029036999999902946
1041,mergesort,9,Descending,0.0029791999999702057
1042,mergesort,9,Descending,0.0029119000000150663
1043,mergesort,9,Descending,0.0028998000000228785
1044,mergesort,9,Descending,0.002897700000005443
1045,mergesort_combined,9,Descending,0.003610900000012407
1046,mergesort_combined,9,Descending,0.0031928999999877306
1047,mergesort_combined,9,Descending,0.0031887000000097032
1048,mergesort_combined,9,Descending,0.00319089999999278
1049,mergesort_combined,9,Descending,0.0031893000000309257
1050,bubble_sort,9,Random,0.07027070000003732
1051,bubble_sort,9,Random,0.0719103000000132
1052,bubble_sort,9,Random,0.07548439999999346
1053,bubble_sort,9,Random,0.07059299999997393
1054,bubble_sort,9,Random,0.07016240000001517
1055,insertion_sort,9,Random,0.048762400000043726
1056,insertion_sort,9,Random,0.07136819999999489
1057,insertion_sort,9,Random,0.047448099999996884
1058,insertion_sort,9,Random,0.04426949999998442
1059,insertion_sort,9,Random,0.04544870000000856
1060,quicksort,9,Random,0.002969300000017938
1061,quicksort,9,Random,0.0028975000000173168
1062,quicksort,9,Random,0.0028040999999916494
1063,quicksort,9,Random,0.002705400000024838
1064,quicksort,9,Random,0.006715899999960584
1065,mergesort,9,Random,0.008020499999986441
1066,mergesort,9,Random,0.008652999999981148
1067,mergesort,9,Random,0.008095700000012584
1068,mergesort,9,Random,0.008113400000013371
1069,mergesort,9,Random,0.004992399999991903
1070,mergesort_combined,9,Random,0.0038539000000241685
1071,mergesort_combined,9,Random,0.003818000000023858
1072,mergesort_combined,9,Random,0.003705400000001191
1073,mergesort_combined,9,Random,0.0032263999999599946
1074,mergesort_combined,9,Random,0.0030429000000253836
1075,bubble_sort,9,Structured,0.0025535999999988235
1076,bubble_sort,9,Structured,0.002936500000032538
1077,bubble_sort,9,Structured,0.002912699999967572
1078,bubble_sort,9,Structured,0.003123500000015156
1079,bubble_sort,9,Structured,0.0030774999999607644
1080,insertion_sort,9,Structured,0.0015326999999842883
1081,insertion_sort,9,Structured,0.0016383000000246284
1082,insertion_sort,9,Structured,0.001610000000027867
1083,insertion_sort,9,Structured,0.0014886000000160493
1084,insertion_sort,9,Structured,0.001594199999999546
1085,quicksort,9,Structured,0.051003799999989496
1086,quicksort,9,Structured,0.025550400000042828
1087,quicksort,9,Structured,0.02407039999997096
1088,quicksort,9,Structured,0.02507300000002033
1089,quicksort,9,Structured,0.02909799999997631
1090,mergesort,9,Structured,0.003100500000016382
1091,mergesort,9,Structured,0.0030792999999675885
1092,mergesort,9,Structured,0.003903700000023491
1093,mergesort,9,Structured,0.0030249999999796273
